Yuru Yuri,fail,https://media.tenor.com/images/c046536502567333819dc324c75e765d/tenor.gif
K-on,attack,https://media1.tenor.com/images/0258c0d29159494fd63eea0e001eda39/tenor.gif?itemid=4874936
Nichijou,fail,https://image.myanimelist.net/ui/sefOExMnsDEhRAOFE2OLRfRw-X5yTWsrWkFiUf6zHQUXLINoSQoMrmRFYuB5FA5vf4L93xWKuGx2yN8uJo_QYw
GochiUsa,celebrate,https://media1.tenor.com/images/eb9f10615cf0965df45cacfef9fe88e6/tenor.gif?itemid=16351028
Plastic nee-san,attack,https://i.imgur.com/8pFCDrn.gif
Non non biyori,shrug,https://i.imgur.com/7PbuClC.gif
Gintama,eating,https://thumbs.gfycat.com/AnguishedBothBlackcrappie-small.gif
Miss Kobayashi's Dragon Maid,eating,https://media1.tenor.com/images/674df468be43c062b27b9c773528f54e/tenor.gif?itemid=8980006
Hitoribocchi,fail,https://thumbs.gfycat.com/PaleElatedBellsnake-size_restricted.gif
Hitoribocchi,attack,https://i.imgur.com/Rkb0uV8.gif
Lucky Star,bored,https://i.imgur.com/y6IKiaR.gif
Kyoukai no kanata,love,https://i.imgur.com/Pcv65cs.gif
Yuru camp,relaxed,https://i.imgur.com/V7iDsWU.gif
Non non biyori,celebrate,https://steamuserimages-a.akamaihd.net/ugc/431571327805824751/01B63867EF98F0125905037E0A37F03A1E66D79D/
Non non biyori,crying,https://66.media.tumblr.com/5c975b28495e8524499eeb9cf9297255/tumblr_p76z0heVxD1uhe17yo1_400.gifv
Non non biyori,celebrate,https://pa1.narvii.com/5899/5b011f85f812182106d555e1aed048621533826d_00.gif
Lucky Star,celebrate,https://data.whicdn.com/images/309879942/original.gif?t=1522457127
Lucky Star,love,https://i.kym-cdn.com/photos/images/original/000/790/805/efe.gif
Lucky Star,fail,https://steamuserimages-a.akamaihd.net/ugc/41975715024346550/0FBE41F49F6D3C59134D4D80D26BED7B095CB1F8/
Lucky Star,celebrate,https://24.media.tumblr.com/cd80262a2cc28ad62ff56d656405cfd4/tumblr_mrkp9abGcZ1sq9yswo1_500.gif
Yuru camp,fail,https://66.media.tumblr.com/0590ed7e83fc28a5257f244d6f10eac2/tumblr_p4bymqDjkb1tx45yjo1_400.gifv
Shirokuma Cafe,eating,https://38.media.tumblr.com/543fc4f39fd25035ea8dd9fcae4de0bc/tumblr_n57l6qso421rb2cnyo1_500.gif
Shirokuma Cafe,fail,https://i.imgur.com/jJZoCQw.gif
Shirokuma Cafe,relaxed,https://welcometobridgetown.files.wordpress.com/2018/10/polar-bear-cafe-relaxing.gif
Love Lab,excited,https://media0.giphy.com/media/JXibbAa7ysN9K/source.gif
Re:Zero,celebrate,https://media4.giphy.com/media/10p5ICVJF5IjxC/giphy.gif
Love Lab,thumbs up,https://media1.tenor.com/images/f8539f656d2ed90be7cd3bbe95d263d2/tenor.gif?itemid=6015959
Chuunibyou,attack,https://emmaslaysdragons.files.wordpress.com/2014/07/ihkmvnb5qiyry.gif
Barakamon,attack,https://media1.tenor.com/images/74986bcbee5c4121fecac94c59502578/tenor.gif?itemid=4991199
Toradora,excited,https://media3.giphy.com/media/3Cm8cxtSHqu6Q/source.gif
Miss Kobayashi's Dragon Maid,excited,https://media1.tenor.com/images/1f31cea234ea925f59260e4fe679457c/tenor.gif?itemid=8037671
Yuru Yuri,fail,https://66.media.tumblr.com/a8ba6c71b3050f3c08446c953663f2b6/tumblr_oekibpb6ib1vveadmo1_400.gifv
GochiUsa,love,https://giffiles.alphacoders.com/184/184289.gif
Aria the Animation,attack,https://media1.tenor.com/images/71b5acf53aeb299108f6e632709efbbc/tenor.gif?itemid=10632816
Kiniro Mosaic,love,https://media1.tenor.com/images/4ba5c04950f4a7dfc18646d372619212/tenor.gif?itemid=14566836
